EIXO,SUBEIXO,UF,MUNICÍPIO,NOME,MODALIDADE,"OBRA, PROJETO, ESTUDO, EQUIPAMENTO"
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Magé,MCMV 136 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Magé,MCMV 833 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Mangaratiba,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Maricá,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Maricá,MCMV 55 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Mesquita,MCMV 48 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Miracema,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Miracema,MCMV 24 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Nilópolis,MCMV 26 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Niterói,MCMV 61 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Niterói,MCMV 835 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Nova Friburgo,MCMV 33 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Nova Friburgo,MCMV 39 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Nova Iguaçu,MCMV 1067 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Nova Iguaçu,MCMV 1122 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Paraíba do Sul,MCMV 10 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Petrópolis,MCMV 23 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Petrópolis,MCMV 49 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Pinheiral,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Piraí,MCMV 33 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Porciúncula,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Queimados,MCMV 1202 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Queimados,MCMV 78 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Resende,MCMV 75 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Resende,MCMV 9 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Rio Bonito,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Rio Claro,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Rio das Ostras,MCMV 23 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Rio das Ostras,MCMV 82 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Rio de Janeiro,MCMV 4918 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Rio de Janeiro,MCMV 700 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Santo Antônio de Pádua,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São Fidélis,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São Francisco de Itabapoana,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São Gonçalo,MCMV 1158 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São Gonçalo,MCMV 991 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São João da Barra,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São João de Meriti,MCMV 24 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São João de Meriti,MCMV 3 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São Pedro da Aldeia,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,São Pedro da Aldeia,MCMV 11 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Sapucaia,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Saquarema,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Seropédica,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Seropédica,MCMV 23 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Tanguá,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Tanguá,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Teresópolis,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Teresópolis,MCMV 69 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Três Rios,MCMV 26 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Volta Redonda,MCMV 106 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RJ,Volta Redonda,MCMV 245 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Acari,MCMV 12 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Açu,MCMV 39 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Afonso Bezerra,MCMV 18 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Alto do Rodrigues,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Angicos,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Apodi,MCMV 25 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Arês,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Baía Formosa,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Baraúna,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Bom Jesus,MCMV 3 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Bom Jesus,MCMV 7 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Brejinho,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Caiçara do Norte,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Caicó,MCMV 25 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Campo Redondo,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Canguaretama,MCMV 25 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Caraúbas,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Carnaúba dos Dantas,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Carnaubais,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Ceará-Mirim,MCMV 107 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Ceará-Mirim,MCMV 20 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Cerro Corá,MCMV 86 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Coronel Ezequiel,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Coronel João Pessoa,MCMV 7 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Cruzeta,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Currais Novos,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Currais Novos,MCMV 24 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Doutor Severiano,MCMV 7 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Espírito Santo,MCMV 6 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Extremoz,MCMV 716 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Felipe Guerra,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Florânia,MCMV 10 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Francisco Dantas,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Goianinha,MCMV 60 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Grossos,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Grossos,MCMV 41 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Guamaré,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Ielmo Marinho,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Ipanguaçu,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Itajá,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Itaú,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Jaçanã,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Januário Cicco,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Januário Cicco,MCMV 48 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Jardim de Piranhas,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Jardim do Seridó,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,João Câmara,MCMV 30 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,João Câmara,MCMV 59 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,José da Penha,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,José da Penha,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Jucurutu,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Lagoa Nova,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Lagoa Salgada,MCMV 16 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Luís Gomes,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Luís Gomes,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Macaíba,MCMV 136 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Macaíba,MCMV 22 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Macau,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Martins,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Montanhas,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Monte Alegre,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Mossoró,MCMV 320 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Mossoró,MCMV 630 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Natal,MCMV 254 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Natal,MCMV 254 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Nísia Floresta,MCMV 33 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Nova Cruz,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Nova Cruz,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Paraná,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Parazinho,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Parelhas,MCMV 15 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Parelhas,MCMV 27 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Parnamirim,MCMV 427 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Parnamirim,MCMV 504 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Patu,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Pau dos Ferros,MCMV 11 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Pau dos Ferros,MCMV 27 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Pedro Avelino,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Pedro Avelino,MCMV 35 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Pendências,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Portalegre,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Porto do Mangue,MCMV 35 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Riacho da Cruz,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Santa Cruz,MCMV 49 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Santana do Matos,MCMV 36 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Santana do Seridó,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Santo Antônio,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Santo Antônio,MCMV 3 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Bento do Norte,MCMV 109 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Gonçalo do Amarante,MCMV 304 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Gonçalo do Amarante,MCMV 328 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São João do Sabugi,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São José de Mipibu,MCMV 28 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São José do Campestre,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São José do Seridó,MCMV 5 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Miguel,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Miguel,MCMV 47 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Paulo do Potengi,MCMV 57 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Tomé,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,São Vicente,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Senador Georgino Avelino,MCMV 18 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Serra Caiada,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Serra de São Bento,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Serra do Mel,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Serrinha,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Sítio Novo,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Sítio Novo,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Tangará,MCMV 5 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Tangará,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Tenente Laurentino Cruz,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Tibau,MCMV 11 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Tibau do Sul,MCMV 47 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Touros,MCMV 1 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Touros,MCMV 4 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Upanema,MCMV 10 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Venha-Ver,MCMV 13 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RN,Vera Cruz,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Alta Floresta D'Oeste,MCMV 7 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Alto Alegre dos Parecis,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Alvorada D'Oeste,MCMV 3 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Ariquemes,MCMV 40 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Buritis,MCMV 6 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Cacoal,MCMV 300 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Cacoal,MCMV 63 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Campo Novo de Rondônia,MCMV 4 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Candeias do Jamari,MCMV 2 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Candeias do Jamari,MCMV 64 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Cerejeiras,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Cerejeiras,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Corumbiara,MCMV 15 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Costa Marques,MCMV 2 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Cujubim,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Espigão D'Oeste,MCMV 10 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Espigão D'Oeste,MCMV 200 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Governador Jorge Teixeira,MCMV 40 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Guajará-Mirim,MCMV 14 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Guajará-Mirim,MCMV 20 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Itapuã do Oeste,MCMV 31 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Jaru,MCMV 24 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Jaru,MCMV 48 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Ji-Paraná,MCMV 1476 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Ji-Paraná,MCMV 262 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Machadinho D'Oeste,MCMV 15 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Machadinho D'Oeste,MCMV 50 UH,Retomada e conclusão,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Monte Negro,MCMV 1 UH,Unidades isoladas - FGTS,Obra
Cidades Sustentáveis e Resilientes,"Minha Casa, Minha Vida",RO,Monte Negro,MCMV 40 UH,Retomada e conclusão,Obra
